,historical VaR,parametric VaR normal,parametric VaR student,MC VaR levy,historical ES,parametric ES normal,parametric ES student,MC ES levy
LP60052223,-0.016538334697267714,-0.008132196744052063,-0.010358829243079574,-0.011477421006203387,-0.02130051798536968,-0.009081306246707537,-0.016905481884203582,-5.963695210049248
LP60051903,-0.02123252200932154,-0.01603475542398052,-0.017788683349303596,-0.03999756906572075,-0.04149380127722153,-0.017905368210477352,-0.02123631268952034,-0.11026129806299152
LP60053338,-0.014066559242329493,-0.00923806763247987,-0.010338405386265858,-0.021559582666786,-0.016272765732337772,-0.010326558789506342,-0.012509089139742125,-0.058547949141695386
LP60053341,-0.005924827348583475,-0.002984085472848448,-0.0035341512366247538,-0.00894412994652392,-0.007445357833977083,-0.0033425758002344104,-0.004750372124372544,-0.03224117020612001
LP68286571,-0.0012956450461408526,-0.0014872811595447709,-0.0017497621938228711,-0.011576802409775664,-0.003998645292179844,-0.0016716030170033584,-0.002312002258911832,-11.500197752699473
MSEEUR.xbo,-0.053157894736842126,-0.038541835536439126,-0.0433498927242234,-0.09069735886244344,-0.06392318582377338,-0.04304225062530574,-0.05289257415209328,-0.3014818302045938
LP60053576,-0.02018367140982945,-0.011586159058519258,-0.013414783903881662,-6.396862714502179,-0.029137945903628663,-0.0129379976493278,-0.01725795566867687,-10564.332551648473
LP60053575,-0.020214313050134096,-0.010355558211597808,-0.012997428538762802,-0.009249568797076776,-0.030616335350788424,-0.011576937143056038,-0.020230277225093015,-6.978688880609047
LP60052181,-0.004734442273167635,-0.0026250887421244208,-0.003151329621868146,-0.01619310344708319,-0.008230373051422702,-0.0029371409574536047,-0.004371081959600197,-0.09117650020078082
LP65099748,-0.0436533794338712,-0.03064094579973441,-0.034758000166453834,-0.09344941974906128,-0.05016586056339219,-0.034223838612580104,-0.04303045225352484,-0.2516859014265303
LP60063367,-0.047421025753264755,-0.0312913470533815,-0.03589832993049372,-0.09271781318214507,-0.05961018485982002,-0.03496759427243589,-0.045351114541025,-0.2575463653754679
DJE.PA,-0.03873170731707316,-0.028286215698224846,-0.03185131098154954,-0.060269802668189355,-0.05110395990240631,-0.03162319942776228,-0.03892705222589339,-0.1388632680061073
LP60055129,-0.03339937729974525,-0.02251820975746381,-0.02575969307937166,-0.06824490080611806,-0.045846844972838,-0.025149793238288413,-0.032379511495432195,-0.17610161946920705
LP60056238,-0.01333018756635597,-0.008551831044163275,-0.009664917679809518,-0.017271620397846327,-0.01621015778517167,-0.009562021852172671,-0.011884324520972898,-0.04436359001488892
LP60055727,-0.020255063765941612,-0.013530932402506107,-0.015247927835880805,-0.03128610602295658,-0.025737699194512763,-0.015120733026270119,-0.018660887927394912,-0.07950526632017348
LP60055725,-0.03697643979057588,-0.024697490064965143,-0.027874275114735864,-159.24959494455126,-0.04888669688386878,-0.027584794185225792,-0.03420703269644101,-188342.09630515278
LP60055599,-0.030451460607848906,-0.020873111263667404,-0.023690339200459754,-0.057163392053634014,-0.0392083792830412,-0.023326242006129056,-0.029350370167928713,-0.14617018709941254
LP60056242,-0.04521840943943341,-0.030426577547198883,-0.03613131681938122,-0.007055077547076474,-0.0726163474511807,-0.03398344018820323,-0.04901406164895896,-2.3296635728381827
LP60055984,-0.04700379489894984,-0.029257635923448568,-0.034422839921957576,-3.9406390174104593,-0.0659017056735964,-0.03269072964865386,-0.04574302756167399,-66442.86797164504
LP60055983,-0.04509619651760769,-0.026527011223253107,-0.03179440027503424,-0.008935564851822918,-0.06799321709550518,-0.029640964638328635,-0.044023743530698746,-2.80916560958573
LP60056350,-0.02169665116905868,-0.010558680179806228,-0.01341900164528672,-0.011084920596959154,-0.02970285729041591,-0.011797572896080372,-0.02170421647636715,-4.8776195493970915
LP60059032,-0.07587522135948772,-0.040605934703700323,-0.050984610066261614,-0.012530349904095713,-0.1117616355071776,-0.04530426152573948,-0.07989998622230411,-46.52471334078474
LP60056647,-0.017533191446234966,-0.011601892448918441,-0.01305398332648837,-0.024232176319567547,-0.022279153426858534,-0.012986463305423612,-0.015929234007331757,-0.05722411138788866
LP60058016,-0.047156829068348644,-0.03300430599468231,-0.0374392310711605,-0.06692564871342838,-0.06375118923570516,-0.036878166398232035,-0.046343754849108326,-0.1800058569617477
LP60056352,-0.007158390721275882,-0.004639500986275236,-0.005188947679082934,-0.01004183313106109,-0.00931580737965432,-0.005203738493666784,-0.006270200439343229,-0.02141435377493225
LP60058014,-0.0002198467219198077,-0.0006227206323921397,-0.0007024115522855211,-0.031283658763604755,-0.0015934437140854413,-0.0006995651748634955,-0.0008600055731060929,-797.174648434798
LP60057530,-0.03550295857988171,-0.02282871832900967,-0.027156345760221485,-0.19530589712963597,-0.046123542323955095,-0.025480613096089247,-0.03701501796945058,-1.8327364421300345
LP60057106,-0.012179126850290399,-0.007128761495574827,-0.00806808412164414,-1.3392873054393082,-0.02471710132745659,-0.007960672242972726,-0.00994905486643628,-327.85758178673535
LP60058094,-0.06654190060303602,-0.03651569960347929,-0.04492275536821222,-0.010932434664475492,-0.10642765985570984,-0.04078154958965611,-0.06637804799375488,-4.7299170990758075
LP60058854,-0.05651406058959376,-0.03150040669335958,-0.037641318866556084,-0.00939028027935645,-0.06846266131383141,-0.03518872776890159,-0.051777828454864436,-3.431622793882914
LP60057104,-0.03738611372918623,-0.022574298033091376,-0.026105623199284403,-0.07460142677238095,-0.05272714883584949,-0.025196979116826113,-0.033515469093931306,-0.28853459522850533
LP60065543,-0.046653368794326175,-0.029026261676073514,-0.03374153362708413,-2.18286854925897,-0.06387217307756371,-0.032437099855676596,-0.043728756406071156,-1952.0609770898086
LP60058286,-4.9390033091277256e-05,-0.00019371277484140015,-0.00022915850236728775,-0.06918980182229667,-0.00011656205606966688,-0.00022135551585975344,-0.0003023740729013824,-18.528601073394587
LP60058950,-0.002204325304862554,-0.0013199042252177444,-0.0015540400325609197,-0.004162099070937686,-0.0035459308973611902,-0.0014833338873987436,-0.0020567586514867037,-0.015603703576916492
LP60062057,-0.005208680851063888,-0.0028648698271342837,-0.0034070333750140817,-0.032015246565011535,-0.007124470794838393,-0.0032024776319664904,-0.004632145911040077,-2.475402973324059
LP60059376,-0.04423447003312784,-0.029282979263576276,-0.03315487954459914,-0.07145602672872048,-0.05376087328272673,-0.032734682532861374,-0.04089894839162667,-0.2040914587001323
LP60059764,-3.093700452450877e-05,-0.00018705925066628677,-0.00021407768349528046,-0.0006267077034832562,-3.7449290969862564e-05,-0.00021556596392375513,-0.0002671965551983721,-0.0014162839670556224
LP60063368,-0.04422958239045464,-0.026990455981622856,-0.031541387631322554,-0.11255996488729124,-0.055835404523693566,-0.030163038668527205,-0.041317734572200816,-2.1861244605283363
USTE.PA,-0.04271139546947949,-0.032035371703008804,-0.0356129747201536,-0.06600675418557048,-0.05771183678543716,-0.0358293053232355,-0.042645918005967884,-0.16029749035491933
LP60063343,-0.04737448904726964,-0.025408230457937647,-0.03176849479808852,-0.011228281754746256,-0.06651875046141277,-0.028392831237549064,-0.048973837464699785,-41765.39484067267
LP60063341,-0.02824951012410196,-0.014528144324512058,-0.018350648610795498,-0.012264212915491748,-0.036943006447728244,-0.016240247247795377,-0.02909748642860769,-8.203910719683206
LP60063342,-0.017223910840932145,-0.008855200438727699,-0.011234930883813827,-0.009369219910412766,-0.022475456563210733,-0.009902513314024128,-0.01802931891574495,-6971.71286835196
LP68157598,0.0,-0.04143089882836151,-0.04615006794067253,-0.011322647913003013,-0.1462967511067045,-0.04620452895765394,-0.05544463679626001,-48.060027293104376
LP68286592,-0.031309631096387125,-0.022456816239181165,-0.0251060842963328,-0.051906311953583285,-0.03832211287478124,-0.025108476578305762,-0.03032763160488041,-0.12010178271289641
LP68286593,-0.041984364041130866,-0.02970125788972898,-0.03341175140122695,-0.06986730103481968,-0.05031499282680608,-0.03319388935722681,-0.04077058161664259,-0.1832082460900729
LP60054912,-0.00018566654288897842,-0.0001352049903277906,-0.00015435614460448436,-0.013491111613790727,-0.0004084475833219544,-0.0001525254137860923,-0.00019256403531286607,-8.039842965467571
LP60063320,-0.04165123048425497,-0.02779336656946858,-0.03140249518576445,-0.07781556739927747,-0.054594415260627686,-0.031080277699755784,-0.03859474820636888,-0.21250837071709874
LP60063321,-0.029574260643483955,-0.019495765121876014,-0.02190228008860447,-0.05299900287291167,-0.036140220277323214,-0.02180967198440325,-0.026662809845116982,-0.14502031309070249
LP60063317,-0.03176470588235303,-0.022031618048066606,-0.024616176801411854,-0.04628542283971167,-0.040391439408987095,-0.02461047034478478,-0.029711358267176916,-0.10796665547433981
LP60063307,-0.042084432717678234,-0.02763333586762992,-0.03089607008022286,-0.05311677441308079,-0.0530514295352472,-0.03087400349431068,-0.037330485101123634,-0.12145306510078253
LP60063308,-0.03343898573692558,-0.022633323615545757,-0.025374783265657824,-0.04959151526813063,-0.042573652086789,-0.025302476738038288,-0.030790815139106233,-0.12152593853352354
LP60063309,-0.04123159303882193,-0.029390704831006566,-0.03279285333403467,-0.061355649499605106,-0.05719734312008919,-0.032829524558359406,-0.03949382078053451,-0.1365608172099172
LP60063312,-0.010654751675545584,-0.007564152450514945,-0.008637019612944852,-0.017645934641957604,-0.014124820541761441,-0.008460572073356515,-0.010812217216783136,-0.046675317134336224
LP60062063,-0.016147412921606413,-0.010472018058659308,-0.01169815193187319,-0.02268965041898682,-0.01992214258653395,-0.011706632259653153,-0.014113780351120308,-0.06106371892566281
LP60063389,-0.029512111907198817,-0.015920971237286217,-0.01937704991697132,-1.662048717213447,-0.047690046448722156,-0.017778186005980787,-0.0278658726648707,-1567.7073458207049
LP60065558,-0.04153764487304262,-0.026128350602250404,-0.03022414985410417,-0.08673097946130102,-0.05449123499746005,-0.02922611772966152,-0.03876612632476709,-0.2457693902547279
LP60064371,-0.0486610399083047,-0.03149514252240752,-0.03653834590231558,-1.5114753538077823,-0.07311652496503972,-0.03519401266146732,-0.04716700235191578,-724.4551645551526
LP60065822,-4.0643797756425396e-05,-0.00017361564656864241,-0.00020359318606409928,-0.05911993918862477,-0.00013339712535477444,-0.00019926544041807677,-0.00026404228763800784,-26.105058346374257
LP60063397,-0.012903969122645366,-0.009586319232657965,-0.010832493254915117,-0.02281147894766426,-0.016499888809626273,-0.01071670605091194,-0.013317478216566238,-0.08583425967740083
LP60070200,-3.2823744697070476e-05,-0.00017401482106118405,-0.00020174550699870514,-0.008484277114109401,-0.00012159716092375256,-0.00019940776677456325,-0.00025695943891138013,-28.67961564106747
LP60063874,-0.022145399432516994,-0.01009770388023607,-0.011968116487498669,-6.246178029033813,-0.03863973661829296,-0.011286663612071791,-0.016152300135307725,-98502.30796918746
LP68270450,-0.007045426604683849,-0.003782331249828272,-0.004815355109020624,-0.0464775197935624,-0.009969959415102448,-0.004235059757416194,-0.007775830763888069,-927.6521632420872
LP60069379,-0.003171151581045651,-0.00220241789856213,-0.0026684430143750198,-1.2058441300991922,-0.00463431001275242,-0.002470842224403963,-0.00376621778839631,-76.80689155556657
LP60064419,-0.056918474195961,-0.03092941224909786,-0.03912756686645047,-0.1506359147953008,-0.08551073587946713,-0.034556872067772165,-0.062422781180788915,-32.07157872296288
LP60065534,-0.04262021838463692,-0.029606624010036407,-0.03431508988214195,-0.12563159475487096,-0.060469087356738456,-0.033094572984473596,-0.044203714715155426,-0.5778092433681606
SYU.PA,-0.045271871754901355,-0.03269844106823064,-0.03692181151706716,-0.06450290539719453,-0.0733449907949054,-0.036540858470580084,-0.04533949811424172,-0.1979264229859372
SYT.PA,-0.03699007590735091,-0.02881744207288374,-0.03230491837632751,-0.06197179784620084,-0.05252406621346932,-0.03220086941704604,-0.039197239941533624,-0.13502569664840533
SYM1.PA,-0.04509535349278265,-0.029960570287238347,-0.03465945950139994,-10.511502631280933,-0.07105275748201575,-0.03348555426057709,-0.04448575863552976,-3080.164190135813
SYQ.PA,-0.04982152718346339,-0.03645903474619074,-0.041078950144580156,-0.08306404247684335,-0.08542518023466852,-0.04074894899760163,-0.05025841214012787,-0.20668567120936274
EAEB.PA,-0.0701958825814328,-0.047948972980652815,-0.05481761944856288,-0.12649643958055926,-0.08910508402118404,-0.05355171500542275,-0.06882745259772746,-0.2856549893740472
EAEU.PA,-0.049900051304925586,-0.03698949994191437,-0.04118422580735556,-0.07419678274984032,-0.0654905029552776,-0.0413325894136663,-0.04943601432910089,-0.17000563190859774
SYH.PA,-0.0400293705173998,-0.027424205256971087,-0.030990227843704757,-0.06529549863700122,-0.057162529851865866,-0.030661087151244295,-0.03810041192179397,-0.1650573460045896
SYI.PA,-0.06844961619322348,-0.042602910627051044,-0.04925313399370521,-0.1251011390515817,-0.09303164079084948,-0.04761158039994122,-0.063141680962951,-0.31648519940190517
LP60069368,-0.012970969734403943,-0.007301092815613838,-0.008964753555966596,-0.00911019459210205,-0.020760406438917894,-0.008163402608966391,-0.013148953298747261,-1.820420526088218
LP60069675,-0.03788353162179088,-0.024403218490012032,-0.02766850055090311,-0.05866530176334838,-0.04743165053767969,-0.027264821686058413,-0.0342203279222521,-0.14255427984555985
LP60069677,-0.006125574272588023,-0.0042900423453526935,-0.004833643889526985,-0.009119763332407129,-0.007856288053006089,-0.0048070387324348155,-0.005910346038379548,-0.021771329512191524
LP60069676,-0.0014885874958650912,-0.001308222104949205,-0.0014890309964787076,-0.012297478323671611,-0.004064719388864413,-0.0014657822320940591,-0.0018522349235556034,-97.47410457419718
LP60070226,-0.012282373620249995,-0.008293727220222702,-0.009465610928842915,-0.017939977482291182,-0.023723149857346176,-0.009268126427501222,-0.011844353189882759,-0.05382685129132273
LP60070227,-0.0280131162503578,-0.017673673281869872,-0.020451416452975858,-0.05251531188371491,-0.034256470831269,-0.01974989994212391,-0.026267331402655043,-0.1432459686047018
LP60070228,-0.03320839648087872,-0.02319722631263052,-0.026576624174037642,-0.067809782827447,-0.04240521390601777,-0.025920866126540022,-0.03349158957940839,-0.20348683921632085
LP60070230,-0.03047404063205413,-0.02046990329055838,-0.02348781485154027,-0.05307388318410857,-0.04592576777252949,-0.022875877999512614,-0.029681697366990313,-0.1552206936732485
LP60070231,-0.017094017094017068,-0.011002036758791469,-0.012650440566388525,-4.022097891611574,-0.024203887786606187,-0.012296677525573606,-0.016048181406086878,-42147.82622531264
LP60070746,-0.03598447343020596,-0.025115127493123144,-0.028674661196606322,-0.0742519108653487,-0.046062807546169364,-0.02806326001794144,-0.03590689934297192,-0.21372535194392916
LP60070236,-0.04675193699173966,-0.024901440301595145,-0.030984723050901348,-0.009541513276952327,-0.06573211607414277,-0.02783378488400515,-0.047100912928612335,-5.913121886069371
LP68269799,-0.014182295415096711,-0.007104874164455867,-0.009040498904593854,-0.0027466335750523352,-0.01880043703250102,-0.007950011430706727,-0.014606368936242276,-0.24306248535042793
LP60070219,-0.017444843509492075,-0.009977266215127414,-0.011979830297900514,-0.0021963808810640376,-0.027865666126458466,-0.011145381790530581,-0.016663648829156302,-0.6646959747839221
LP60074276,-0.029828469592336794,-0.020921680485918113,-0.02384493259547269,-0.9058302225151365,-0.044371776113681406,-0.023402756074155272,-0.029750183268107834,-260.3964737712492
